timestamp,method,runtime_s,system
2022-04-29 00:00:00,CVaR-DFL-FRO,65.69605059505895,69
2022-04-29 00:00:00,CVaR-DFL-RTRO,0.2814104,69
2022-04-29 00:00:00,DFL-FRO,64.19089677074238,69
2022-04-29 00:00:00,LSTM-FRO,36.21476174472199,69
2022-04-29 00:00:00,Transformer-FRO,43.70658529010752,69
2022-04-29 00:15:00,CVaR-DFL-FRO,52.69904058890014,69
2022-04-29 00:15:00,DFL-FRO,57.93851005236662,69
2022-04-29 00:15:00,LSTM-FRO,44.53189038849014,69
2022-04-29 00:15:00,Transformer-FRO,49.60542406772811,69
2022-04-29 00:30:00,CVaR-DFL-FRO,63.5290187767812,69
2022-04-29 00:30:00,DFL-FRO,57.22740139038365,69
2022-04-29 00:30:00,LSTM-FRO,29.044410171208916,69
2022-04-29 00:30:00,Transformer-FRO,38.14320896086945,69
2022-04-29 00:45:00,CVaR-DFL-FRO,49.90539186609613,69
2022-04-29 00:45:00,DFL-FRO,40.83434374050659,69
2022-04-29 00:45:00,LSTM-FRO,56.10616254415133,69
2022-04-29 00:45:00,Transformer-FRO,38.267571132118675,69
2022-04-29 01:00:00,CVaR-DFL-FRO,66.30785427245786,69
2022-04-29 01:00:00,DFL-FRO,41.03302252269338,69
2022-04-29 01:00:00,LSTM-FRO,48.21886149962299,69
2022-04-29 01:00:00,Transformer-FRO,31.897400295839738,69
2022-04-29 01:15:00,CVaR-DFL-FRO,52.41547033795634,69
2022-04-29 01:15:00,DFL-FRO,59.16610848400189,69
2022-04-29 01:15:00,LSTM-FRO,40.03210738267773,69
2022-04-29 01:15:00,Transformer-FRO,46.913300332835284,69
2022-04-29 01:30:00,CVaR-DFL-FRO,71.80456856058026,69
2022-04-29 01:30:00,DFL-FRO,55.78210411825087,69
2022-04-29 01:30:00,LSTM-FRO,39.873081540385996,69
2022-04-29 01:30:00,Transformer-FRO,57.02064587259266,69
2022-04-29 01:45:00,CVaR-DFL-FRO,58.60210437970881,69
2022-04-29 01:45:00,DFL-FRO,56.48583276592131,69
2022-04-29 01:45:00,LSTM-FRO,45.09892396259709,69
2022-04-29 01:45:00,Transformer-FRO,43.93130702067439,69
2022-04-29 02:00:00,CVaR-DFL-FRO,63.34485281473166,69
2022-04-29 02:00:00,DFL-FRO,56.797611062704576,69
2022-04-29 02:00:00,LSTM-FRO,40.22783839329259,69
2022-04-29 02:00:00,Transformer-FRO,62.38099684841943,69
2022-04-29 02:15:00,CVaR-DFL-FRO,108.52950367620204,69
2022-04-29 02:15:00,DFL-FRO,59.652315395540306,69
2022-04-29 02:15:00,LSTM-FRO,40.56515883930679,69
2022-04-29 02:15:00,Transformer-FRO,49.08438916010714,69
2022-04-29 02:30:00,CVaR-DFL-FRO,70.50552423643174,69
2022-04-29 02:30:00,DFL-FRO,55.337722200356374,69
2022-04-29 02:30:00,LSTM-FRO,49.013946386546635,69
2022-04-29 02:30:00,Transformer-FRO,46.83765982607904,69
2022-04-29 02:45:00,CVaR-DFL-FRO,63.33287336183608,69
2022-04-29 02:45:00,DFL-FRO,56.70122710703265,69
2022-04-29 02:45:00,LSTM-FRO,47.041601800901695,69
2022-04-29 02:45:00,Transformer-FRO,52.32220509218814,69
2022-04-29 03:00:00,CVaR-DFL-FRO,60.565301680468174,69
2022-04-29 03:00:00,DFL-FRO,57.82750639346903,69
2022-04-29 03:00:00,LSTM-FRO,41.899157805510974,69
2022-04-29 03:00:00,Transformer-FRO,52.01049826604016,69
2022-04-29 03:15:00,CVaR-DFL-FRO,48.764959585061725,69
2022-04-29 03:15:00,DFL-FRO,66.16314523668908,69
2022-04-29 03:15:00,LSTM-FRO,41.72064128204887,69
2022-04-29 03:15:00,Transformer-FRO,59.35470231070592,69
2022-04-29 03:30:00,CVaR-DFL-FRO,74.56630018405345,69
2022-04-29 03:30:00,DFL-FRO,49.565940657139755,69
2022-04-29 03:30:00,LSTM-FRO,43.8280743207701,69
2022-04-29 03:30:00,Transformer-FRO,40.18843312816029,69
2022-04-29 03:45:00,CVaR-DFL-FRO,82.70766430376688,69
2022-04-29 03:45:00,DFL-FRO,64.29751122713778,69
2022-04-29 03:45:00,LSTM-FRO,37.53551812984851,69
2022-04-29 03:45:00,Transformer-FRO,29.855236220058853,69
2022-04-29 04:00:00,CVaR-DFL-FRO,60.80764136553143,69
2022-04-29 04:00:00,DFL-FRO,62.39707214193877,69
2022-04-29 04:00:00,LSTM-FRO,39.14768389100059,69
2022-04-29 04:00:00,Transformer-FRO,48.275269636000765,69
2022-04-29 04:15:00,CVaR-DFL-FRO,83.94776354648958,69
2022-04-29 04:15:00,DFL-FRO,56.110450686789115,69
2022-04-29 04:15:00,LSTM-FRO,47.35835944066322,69
2022-04-29 04:15:00,Transformer-FRO,41.747311036658694,69
2022-04-29 04:30:00,CVaR-DFL-FRO,58.69701555826835,69
2022-04-29 04:30:00,DFL-FRO,49.959832105766374,69
2022-04-29 04:30:00,LSTM-FRO,41.3467886210507,69
2022-04-29 04:30:00,Transformer-FRO,46.92425155380724,69
2022-04-29 04:45:00,CVaR-DFL-FRO,42.10782402609182,69
2022-04-29 04:45:00,DFL-FRO,59.149590423656164,69
2022-04-29 04:45:00,LSTM-FRO,32.23994070979212,69
2022-04-29 04:45:00,Transformer-FRO,65.81383525000061,69
2022-04-29 05:00:00,CVaR-DFL-FRO,52.677940389668905,69
2022-04-29 05:00:00,DFL-FRO,65.30288943066847,69
2022-04-29 05:00:00,LSTM-FRO,38.57620246205074,69
2022-04-29 05:00:00,Transformer-FRO,37.841323241671944,69
2022-04-29 05:15:00,CVaR-DFL-FRO,48.591371369907776,69
2022-04-29 05:15:00,DFL-FRO,44.311585668392084,69
2022-04-29 05:15:00,LSTM-FRO,48.39592591184271,69
2022-04-29 05:15:00,Transformer-FRO,54.977804064219264,69
2022-04-29 05:30:00,CVaR-DFL-FRO,56.82273061382965,69
2022-04-29 05:30:00,DFL-FRO,55.627117476900935,69
2022-04-29 05:30:00,LSTM-FRO,40.51348004412894,69
2022-04-29 05:30:00,Transformer-FRO,57.00526219940721,69
2022-04-29 05:45:00,CVaR-DFL-FRO,68.04985507656232,69
2022-04-29 05:45:00,DFL-FRO,55.656034007216164,69
2022-04-29 05:45:00,LSTM-FRO,41.196147788235805,69
2022-04-29 05:45:00,Transformer-FRO,51.73410947784371,69
2022-04-29 06:00:00,CVaR-DFL-FRO,49.851556667401624,69
2022-04-29 06:00:00,DFL-FRO,48.13460465026249,69
2022-04-29 06:00:00,LSTM-FRO,48.25303075464272,69
2022-04-29 06:00:00,Transformer-FRO,59.00792198437076,69
2022-04-29 06:15:00,CVaR-DFL-FRO,59.074267007496566,69
2022-04-29 06:15:00,DFL-FRO,48.53980145313802,69
2022-04-29 06:15:00,LSTM-FRO,61.13064985742606,69
2022-04-29 06:15:00,Transformer-FRO,43.04721851713367,69
2022-04-29 06:30:00,CVaR-DFL-FRO,62.47177508713274,69
2022-04-29 06:30:00,DFL-FRO,40.28633275663446,69
2022-04-29 06:30:00,LSTM-FRO,36.79837105451197,69
2022-04-29 06:30:00,Transformer-FRO,41.168283133596056,69
2022-04-29 06:45:00,CVaR-DFL-FRO,51.84397818958184,69
2022-04-29 06:45:00,DFL-FRO,44.06281350924627,69
2022-04-29 06:45:00,LSTM-FRO,55.5749564615807,69
2022-04-29 06:45:00,Transformer-FRO,58.07682097222247,69
2022-04-29 07:00:00,CVaR-DFL-FRO,50.04790358231563,69
2022-04-29 07:00:00,DFL-FRO,40.39662988158793,69
2022-04-29 07:00:00,LSTM-FRO,33.18469443657901,69
2022-04-29 07:00:00,Transformer-FRO,54.49070182242914,69
2022-04-29 07:15:00,CVaR-DFL-FRO,61.08589567112217,69
2022-04-29 07:15:00,DFL-FRO,48.566172175212145,69
2022-04-29 07:15:00,LSTM-FRO,43.95150373817381,69
2022-04-29 07:15:00,Transformer-FRO,62.3052506544673,69
2022-04-29 07:30:00,CVaR-DFL-FRO,71.47290067987345,69
2022-04-29 07:30:00,DFL-FRO,49.11892604288308,69
2022-04-29 07:30:00,LSTM-FRO,33.588555869944216,69
2022-04-29 07:30:00,Transformer-FRO,49.22629783505272,69
2022-04-29 07:45:00,CVaR-DFL-FRO,53.20747119509663,69
2022-04-29 07:45:00,DFL-FRO,49.302985370500195,69
2022-04-29 07:45:00,LSTM-FRO,55.611107175377455,69
2022-04-29 07:45:00,Transformer-FRO,65.27980332718013,69
2022-04-29 08:00:00,CVaR-DFL-FRO,51.653921155418026,69
2022-04-29 08:00:00,DFL-FRO,59.18157653090018,69
2022-04-29 08:00:00,LSTM-FRO,50.14284905375594,69
2022-04-29 08:00:00,Transformer-FRO,44.591979986358176,69
2022-04-29 08:15:00,CVaR-DFL-FRO,58.35784338481845,69
2022-04-29 08:15:00,DFL-FRO,52.91719576415084,69
2022-04-29 08:15:00,LSTM-FRO,53.283923920497294,69
2022-04-29 08:15:00,Transformer-FRO,38.16444193621353,69
2022-04-29 08:30:00,CVaR-DFL-FRO,63.61403737215511,69
2022-04-29 08:30:00,DFL-FRO,47.48714929991109,69
2022-04-29 08:30:00,LSTM-FRO,35.55158295535369,69
2022-04-29 08:30:00,Transformer-FRO,31.391973351131938,69
2022-04-29 08:45:00,CVaR-DFL-FRO,53.852082036678055,69
2022-04-29 08:45:00,DFL-FRO,47.553960188611335,69
2022-04-29 08:45:00,LSTM-FRO,48.66705531060693,69
2022-04-29 08:45:00,Transformer-FRO,37.852227011113115,69
2022-04-29 09:00:00,CVaR-DFL-FRO,56.14933752141625,69
2022-04-29 09:00:00,DFL-FRO,43.81339674463762,69
2022-04-29 09:00:00,LSTM-FRO,38.255549999763765,69
2022-04-29 09:00:00,Transformer-FRO,55.5715164095813,69
2022-04-29 09:15:00,CVaR-DFL-FRO,57.31662535361364,69
2022-04-29 09:15:00,DFL-FRO,52.82624127282774,69
2022-04-29 09:15:00,LSTM-FRO,38.72999062690476,69
2022-04-29 09:15:00,Transformer-FRO,35.197826599772725,69
2022-04-29 09:30:00,CVaR-DFL-FRO,48.31229670328452,69
2022-04-29 09:30:00,DFL-FRO,52.63760272816318,69
2022-04-29 09:30:00,LSTM-FRO,46.96481618775877,69
2022-04-29 09:30:00,Transformer-FRO,43.09888917348867,69
2022-04-29 09:45:00,CVaR-DFL-FRO,57.935887744062605,69
2022-04-29 09:45:00,DFL-FRO,76.00759779057307,69
2022-04-29 09:45:00,LSTM-FRO,50.57386537199514,69
2022-04-29 09:45:00,Transformer-FRO,71.9007622030615,69
2022-04-29 10:00:00,CVaR-DFL-FRO,53.668963669532666,69
2022-04-29 10:00:00,DFL-FRO,74.66952231873641,69
2022-04-29 10:00:00,LSTM-FRO,44.21107648189625,69
2022-04-29 10:00:00,Transformer-FRO,55.886858466366476,69
2022-04-29 10:15:00,CVaR-DFL-FRO,82.39479520125225,69
2022-04-29 10:15:00,DFL-FRO,73.83420306391984,69
2022-04-29 10:15:00,LSTM-FRO,37.43079994855884,69
2022-04-29 10:15:00,Transformer-FRO,67.5026587106811,69
2022-04-29 10:30:00,CVaR-DFL-FRO,54.12953391141774,69
2022-04-29 10:30:00,DFL-FRO,83.27015160839133,69
2022-04-29 10:30:00,LSTM-FRO,35.9787328443777,69
2022-04-29 10:30:00,Transformer-FRO,38.69295865131654,69
2022-04-29 10:45:00,CVaR-DFL-FRO,65.77676350141333,69
2022-04-29 10:45:00,DFL-FRO,43.070057936774454,69
2022-04-29 10:45:00,LSTM-FRO,56.65355384736332,69
2022-04-29 10:45:00,Transformer-FRO,28.84610801332648,69
2022-04-29 11:00:00,CVaR-DFL-FRO,64.76389068445746,69
2022-04-29 11:00:00,DFL-FRO,62.85550545790565,69
2022-04-29 11:00:00,LSTM-FRO,47.79306263895073,69
2022-04-29 11:00:00,Transformer-FRO,63.89532908176888,69
2022-04-29 11:15:00,CVaR-DFL-FRO,48.001776139023775,69
2022-04-29 11:15:00,DFL-FRO,63.97243546772756,69
2022-04-29 11:15:00,LSTM-FRO,49.01061469266608,69
2022-04-29 11:15:00,Transformer-FRO,35.537254419465654,69
2022-04-29 11:30:00,CVaR-DFL-FRO,46.76123275958501,69
2022-04-29 11:30:00,DFL-FRO,60.429951221982854,69
2022-04-29 11:30:00,LSTM-FRO,65.67963725983117,69
2022-04-29 11:30:00,Transformer-FRO,48.04580284378786,69
2022-04-29 11:45:00,CVaR-DFL-FRO,54.91284605514455,69
2022-04-29 11:45:00,DFL-FRO,84.06378982842554,69
2022-04-29 11:45:00,LSTM-FRO,36.050427565906816,69
2022-04-29 11:45:00,Transformer-FRO,49.27361377929445,69
2022-04-29 12:00:00,CVaR-DFL-FRO,68.53600726663043,69
2022-04-29 12:00:00,DFL-FRO,91.26950556538651,69
2022-04-29 12:00:00,LSTM-FRO,70.80877073230732,69
2022-04-29 12:00:00,Transformer-FRO,39.02454438988891,69
2022-04-29 12:15:00,CVaR-DFL-FRO,53.527555363677095,69
2022-04-29 12:15:00,DFL-FRO,66.82752230869876,69
2022-04-29 12:15:00,LSTM-FRO,79.70026736665781,69
2022-04-29 12:15:00,Transformer-FRO,64.36028092594454,69
2022-04-29 12:30:00,CVaR-DFL-FRO,52.647226290913935,69
2022-04-29 12:30:00,DFL-FRO,62.60661357743602,69
2022-04-29 12:30:00,LSTM-FRO,58.66093119080818,69
2022-04-29 12:30:00,Transformer-FRO,64.31787457836703,69
2022-04-29 12:45:00,CVaR-DFL-FRO,33.60921513426868,69
2022-04-29 12:45:00,DFL-FRO,43.893316391608636,69
2022-04-29 12:45:00,LSTM-FRO,50.07453623278297,69
2022-04-29 12:45:00,Transformer-FRO,52.681213337018804,69
2022-04-29 13:00:00,CVaR-DFL-FRO,55.44971970243737,69
2022-04-29 13:00:00,DFL-FRO,43.911222626833045,69
