timestamp,t,P_buy,P_sell,P_ch,P_dis,SOC_kWh,P_dg,P_pv,P_wt,shed,trigger,q50,q90,q95,load_actual,Pgrid_max_kW,Pess_max_kW,Ecap_kWh,SOC_min_kWh,SOC_max_kWh,SOC0_kWh,SOC_pct
2022-04-29 00:00:00,0,794.8418306689184,0.0,338.69088488371074,0.0,4620.0,0.0,0.0,799.2490542147924,0.0,0,1464.3880004882812,1835.315576171875,2058.5849609375,1255.4,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,56.25
2022-04-29 00:15:00,1,1148.658364827575,0.0,456.8341269811143,0.0,4700.439085159881,0.0,0.0,915.0757621535392,0.0,0,1464.3880004882812,1835.315576171875,2058.5849609375,1606.9,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,57.55582930454352
2022-04-29 00:30:00,2,1032.5088688062358,0.0,384.1835951479688,0.0,4808.937190317895,0.0,0.0,881.5747263417331,0.0,0,1484.5264282226562,1890.4808227539063,1972.937860107421,1529.9,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,59.31716218048531
2022-04-29 00:45:00,3,1300.9290697233428,0.0,318.66428930484153,0.0,4900.180794165538,0.0,0.0,879.635219581499,0.0,0,1507.3056640625,1988.55849609375,2142.14248046875,1861.9,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,60.79838951567432
2022-04-29 01:00:00,4,1052.9747943609132,0.0,343.74017892766153,0.0,4975.863562875438,0.0,0.0,978.0653845667484,0.0,0,1551.76513671875,2093.184228515625,2266.581298828125,1687.3,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,62.02700589083504
2022-04-29 01:15:00,5,1330.2113956910962,0.0,0.0,0.0,5057.501855370758,0.0,0.0,667.3886043089038,0.0,0,1612.914306640625,2201.441162109375,2330.225061035156,1997.6,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,63.35230284692789
2022-04-29 01:30:00,6,1130.1651018184011,0.0,0.0,0.0,5057.501855370758,0.0,0.0,731.0348981815989,0.0,0,1637.6956176757812,2334.8453369140625,2528.78466796875,1861.2,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,63.35230284692789
2022-04-29 01:45:00,7,1189.5729532765636,0.0,0.0,0.0,5057.501855370758,0.0,0.0,654.7270467234363,0.0,0,1669.491943359375,2435.4650634765626,2651.9646240234374,1844.3,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,63.35230284692789
2022-04-29 02:00:00,8,1107.1527758742832,0.0,0.0,0.0,5057.501855370758,0.0,0.0,788.1472241257167,0.0,0,1740.8602294921875,2561.277197265625,2786.256665039062,1895.3,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,63.35230284692789
2022-04-29 02:15:00,9,879.9359979151276,0.0,0.0,0.0,5057.501855370758,0.0,0.0,909.8640020848724,0.0,0,1776.279296875,2686.9836669921874,2921.6041870117188,1789.8,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,63.35230284692789
2022-04-29 02:30:00,10,1295.1142674897417,0.0,0.0,0.0,5057.501855370758,0.0,0.0,797.5857325102581,0.0,0,1869.2938232421875,2804.642578125,3038.4667480468747,2092.7,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,63.35230284692789
